[2025-10-06 11:27:26,004 INFO test.py line 42 718950] => Loading config ...
[2025-10-06 11:27:26,004 INFO test.py line 49 718950] => Building model ...
[2025-10-06 11:27:26,167 INFO test.py line 64 718950] Num params: 44262570
[2025-10-06 11:27:26,269 INFO test.py line 84 718950] Loading weight at: /home/oem/Pycharm_Pytorch_Projects/PointTransformer/Pointcept-main/tools/exp/default/model/model_best(scannetv2_0.782).pth
[2025-10-06 11:27:26,547 INFO test.py line 98 718950] => Loaded weight '/home/oem/Pycharm_Pytorch_Projects/PointTransformer/Pointcept-main/tools/exp/default/model/model_best(scannetv2_0.782).pth' (epoch 1937)
[2025-10-06 11:27:26,548 INFO test.py line 54 718950] => Building test dataset & dataloader ...
[2025-10-06 11:27:26,549 INFO defaults.py line 69 718950] Totally 312 x 1 samples in val set.
[2025-10-06 11:27:26,549 INFO test.py line 378 718950] >>>>>>>>>>>>>>>> Start Evaluation >>>>>>>>>>>>>>>>
[2025-10-06 11:27:30,882 INFO test.py line 493 718950] Test: 1/312-scene0686_02, Batch: 26/117
[2025-10-06 11:27:31,024 INFO test.py line 493 718950] Test: 1/312-scene0686_02, Batch: 27/117
[2025-10-06 11:27:31,125 INFO test.py line 493 718950] Test: 1/312-scene0686_02, Batch: 28/117
[2025-10-06 11:27:31,238 INFO test.py line 493 718950] Test: 1/312-scene0686_02, Batch: 29/117
[2025-10-06 11:27:31,300 INFO test.py line 493 718950] Test: 1/312-scene0686_02, Batch: 30/117
[2025-10-06 11:27:31,468 INFO test.py line 493 718950] Test: 1/312-scene0686_02, Batch: 31/117
[2025-10-06 11:27:31,545 INFO test.py line 493 718950] Test: 1/312-scene0686_02, Batch: 32/117
[2025-10-06 11:27:31,670 INFO test.py line 493 718950] Test: 1/312-scene0686_02, Batch: 33/117
[2025-10-06 11:27:31,741 INFO test.py line 493 718950] Test: 1/312-scene0686_02, Batch: 34/117
[2025-10-06 11:27:31,879 INFO test.py line 493 718950] Test: 1/312-scene0686_02, Batch: 35/117
[2025-10-06 11:27:31,955 INFO test.py line 493 718950] Test: 1/312-scene0686_02, Batch: 36/117
[2025-10-06 11:27:32,086 INFO test.py line 493 718950] Test: 1/312-scene0686_02, Batch: 37/117
[2025-10-06 11:27:32,154 INFO test.py line 493 718950] Test: 1/312-scene0686_02, Batch: 38/117
[2025-10-06 11:27:32,297 INFO test.py line 493 718950] Test: 1/312-scene0686_02, Batch: 39/117
[2025-10-06 11:27:32,371 INFO test.py line 493 718950] Test: 1/312-scene0686_02, Batch: 40/117
[2025-10-06 11:27:32,504 INFO test.py line 493 718950] Test: 1/312-scene0686_02, Batch: 41/117
[2025-10-06 11:27:32,572 INFO test.py line 493 718950] Test: 1/312-scene0686_02, Batch: 42/117
[2025-10-06 11:27:32,716 INFO test.py line 493 718950] Test: 1/312-scene0686_02, Batch: 43/117
[2025-10-06 11:27:33,013 INFO test.py line 493 718950] Test: 1/312-scene0686_02, Batch: 44/117
[2025-10-06 11:27:33,201 INFO test.py line 493 718950] Test: 1/312-scene0686_02, Batch: 45/117
[2025-10-06 11:27:33,435 INFO test.py line 493 718950] Test: 1/312-scene0686_02, Batch: 46/117
[2025-10-06 11:27:33,607 INFO test.py line 493 718950] Test: 1/312-scene0686_02, Batch: 47/117
[2025-10-06 11:27:33,773 INFO test.py line 493 718950] Test: 1/312-scene0686_02, Batch: 48/117
[2025-10-06 11:27:33,834 INFO test.py line 493 718950] Test: 1/312-scene0686_02, Batch: 49/117
[2025-10-06 11:27:34,058 INFO test.py line 493 718950] Test: 1/312-scene0686_02, Batch: 50/117
[2025-10-06 11:27:34,257 INFO test.py line 493 718950] Test: 1/312-scene0686_02, Batch: 51/117
[2025-10-06 11:27:34,463 INFO test.py line 493 718950] Test: 1/312-scene0686_02, Batch: 52/117
[2025-10-06 11:27:34,575 INFO test.py line 493 718950] Test: 1/312-scene0686_02, Batch: 53/117
[2025-10-06 11:27:34,636 INFO test.py line 493 718950] Test: 1/312-scene0686_02, Batch: 54/117
[2025-10-06 11:27:34,805 INFO test.py line 493 718950] Test: 1/312-scene0686_02, Batch: 55/117
[2025-10-06 11:27:34,864 INFO test.py line 493 718950] Test: 1/312-scene0686_02, Batch: 56/117
[2025-10-06 11:27:35,015 INFO test.py line 493 718950] Test: 1/312-scene0686_02, Batch: 57/117
[2025-10-06 11:27:35,074 INFO test.py line 493 718950] Test: 1/312-scene0686_02, Batch: 58/117
[2025-10-06 11:27:35,229 INFO test.py line 493 718950] Test: 1/312-scene0686_02, Batch: 59/117
[2025-10-06 11:27:35,291 INFO test.py line 493 718950] Test: 1/312-scene0686_02, Batch: 60/117
[2025-10-06 11:27:35,443 INFO test.py line 493 718950] Test: 1/312-scene0686_02, Batch: 61/117
[2025-10-06 11:27:35,506 INFO test.py line 493 718950] Test: 1/312-scene0686_02, Batch: 62/117
[2025-10-06 11:27:35,658 INFO test.py line 493 718950] Test: 1/312-scene0686_02, Batch: 63/117
[2025-10-06 11:27:35,717 INFO test.py line 493 718950] Test: 1/312-scene0686_02, Batch: 64/117
[2025-10-06 11:27:35,880 INFO test.py line 493 718950] Test: 1/312-scene0686_02, Batch: 65/117
[2025-10-06 11:27:35,948 INFO test.py line 493 718950] Test: 1/312-scene0686_02, Batch: 66/117
[2025-10-06 11:27:36,081 INFO test.py line 493 718950] Test: 1/312-scene0686_02, Batch: 67/117
[2025-10-06 11:27:36,145 INFO test.py line 493 718950] Test: 1/312-scene0686_02, Batch: 68/117
[2025-10-06 11:27:36,294 INFO test.py line 493 718950] Test: 1/312-scene0686_02, Batch: 69/117
[2025-10-06 11:27:36,364 INFO test.py line 493 718950] Test: 1/312-scene0686_02, Batch: 70/117
[2025-10-06 11:27:36,503 INFO test.py line 493 718950] Test: 1/312-scene0686_02, Batch: 71/117
[2025-10-06 11:27:36,582 INFO test.py line 493 718950] Test: 1/312-scene0686_02, Batch: 72/117
[2025-10-06 11:27:36,722 INFO test.py line 493 718950] Test: 1/312-scene0686_02, Batch: 73/117
[2025-10-06 11:27:36,838 INFO test.py line 493 718950] Test: 1/312-scene0686_02, Batch: 74/117
[2025-10-06 11:27:36,934 INFO test.py line 493 718950] Test: 1/312-scene0686_02, Batch: 75/117
[2025-10-06 11:27:36,998 INFO test.py line 493 718950] Test: 1/312-scene0686_02, Batch: 76/117
[2025-10-06 11:27:37,180 INFO test.py line 493 718950] Test: 1/312-scene0686_02, Batch: 77/117
[2025-10-06 11:27:37,256 INFO test.py line 493 718950] Test: 1/312-scene0686_02, Batch: 78/117
[2025-10-06 11:27:37,367 INFO test.py line 493 718950] Test: 1/312-scene0686_02, Batch: 79/117
[2025-10-06 11:27:37,432 INFO test.py line 493 718950] Test: 1/312-scene0686_02, Batch: 80/117
[2025-10-06 11:27:37,605 INFO test.py line 493 718950] Test: 1/312-scene0686_02, Batch: 81/117
[2025-10-06 11:27:37,709 INFO test.py line 493 718950] Test: 1/312-scene0686_02, Batch: 82/117
[2025-10-06 11:27:37,810 INFO test.py line 493 718950] Test: 1/312-scene0686_02, Batch: 83/117
[2025-10-06 11:27:37,875 INFO test.py line 493 718950] Test: 1/312-scene0686_02, Batch: 84/117
[2025-10-06 11:27:38,050 INFO test.py line 493 718950] Test: 1/312-scene0686_02, Batch: 85/117
[2025-10-06 11:27:38,154 INFO test.py line 493 718950] Test: 1/312-scene0686_02, Batch: 86/117
[2025-10-06 11:27:38,242 INFO test.py line 493 718950] Test: 1/312-scene0686_02, Batch: 87/117
[2025-10-06 11:27:38,306 INFO test.py line 493 718950] Test: 1/312-scene0686_02, Batch: 88/117
[2025-10-06 11:27:38,484 INFO test.py line 493 718950] Test: 1/312-scene0686_02, Batch: 89/117
[2025-10-06 11:27:38,557 INFO test.py line 493 718950] Test: 1/312-scene0686_02, Batch: 90/117
[2025-10-06 11:27:38,689 INFO test.py line 493 718950] Test: 1/312-scene0686_02, Batch: 91/117
[2025-10-06 11:27:38,765 INFO test.py line 493 718950] Test: 1/312-scene0686_02, Batch: 92/117
[2025-10-06 11:27:38,908 INFO test.py line 493 718950] Test: 1/312-scene0686_02, Batch: 93/117
[2025-10-06 11:27:39,013 INFO test.py line 493 718950] Test: 1/312-scene0686_02, Batch: 94/117
[2025-10-06 11:27:39,121 INFO test.py line 493 718950] Test: 1/312-scene0686_02, Batch: 95/117
[2025-10-06 11:27:39,186 INFO test.py line 493 718950] Test: 1/312-scene0686_02, Batch: 96/117
[2025-10-06 11:27:39,355 INFO test.py line 493 718950] Test: 1/312-scene0686_02, Batch: 97/117
[2025-10-06 11:27:39,434 INFO test.py line 493 718950] Test: 1/312-scene0686_02, Batch: 98/117
[2025-10-06 11:27:39,567 INFO test.py line 493 718950] Test: 1/312-scene0686_02, Batch: 99/117
[2025-10-06 11:27:39,646 INFO test.py line 493 718950] Test: 1/312-scene0686_02, Batch: 100/117
[2025-10-06 11:27:39,786 INFO test.py line 493 718950] Test: 1/312-scene0686_02, Batch: 101/117
[2025-10-06 11:27:39,890 INFO test.py line 493 718950] Test: 1/312-scene0686_02, Batch: 102/117
[2025-10-06 11:27:39,999 INFO test.py line 493 718950] Test: 1/312-scene0686_02, Batch: 103/117
[2025-10-06 11:27:40,063 INFO test.py line 493 718950] Test: 1/312-scene0686_02, Batch: 104/117
[2025-10-06 11:27:40,238 INFO test.py line 493 718950] Test: 1/312-scene0686_02, Batch: 105/117
[2025-10-06 11:27:40,342 INFO test.py line 493 718950] Test: 1/312-scene0686_02, Batch: 106/117
[2025-10-06 11:27:40,443 INFO test.py line 493 718950] Test: 1/312-scene0686_02, Batch: 107/117
[2025-10-06 11:27:40,505 INFO test.py line 493 718950] Test: 1/312-scene0686_02, Batch: 108/117
[2025-10-06 11:27:40,686 INFO test.py line 493 718950] Test: 1/312-scene0686_02, Batch: 109/117
[2025-10-06 11:27:40,756 INFO test.py line 493 718950] Test: 1/312-scene0686_02, Batch: 110/117
[2025-10-06 11:27:40,873 INFO test.py line 493 718950] Test: 1/312-scene0686_02, Batch: 111/117
[2025-10-06 11:27:40,935 INFO test.py line 493 718950] Test: 1/312-scene0686_02, Batch: 112/117
[2025-10-06 11:27:41,102 INFO test.py line 493 718950] Test: 1/312-scene0686_02, Batch: 113/117
[2025-10-06 11:27:41,175 INFO test.py line 493 718950] Test: 1/312-scene0686_02, Batch: 114/117
[2025-10-06 11:27:41,309 INFO test.py line 493 718950] Test: 1/312-scene0686_02, Batch: 115/117
[2025-10-06 11:27:41,381 INFO test.py line 493 718950] Test: 1/312-scene0686_02, Batch: 116/117
[2025-10-06 11:27:41,385 INFO test.py line 551 718950] Test: scene0686_02 [1/312]-84543 Batch 13.445 (13.445) Accuracy 0.9434 (0.2935) mIoU 0.6563 (0.2625)
[2025-10-06 11:27:41,756 INFO test.py line 493 718950] Test: 2/312-scene0500_00, Batch: 0/138
[2025-10-06 11:27:42,048 INFO test.py line 493 718950] Test: 2/312-scene0500_00, Batch: 1/138
[2025-10-06 11:27:42,352 INFO test.py line 493 718950] Test: 2/312-scene0500_00, Batch: 2/138
[2025-10-06 11:27:42,641 INFO test.py line 493 718950] Test: 2/312-scene0500_00, Batch: 3/138
[2025-10-06 11:27:42,929 INFO test.py line 493 718950] Test: 2/312-scene0500_00, Batch: 4/138
[2025-10-06 11:27:43,221 INFO test.py line 493 718950] Test: 2/312-scene0500_00, Batch: 5/138
[2025-10-06 11:27:43,510 INFO test.py line 493 718950] Test: 2/312-scene0500_00, Batch: 6/138
[2025-10-06 11:27:43,800 INFO test.py line 493 718950] Test: 2/312-scene0500_00, Batch: 7/138
[2025-10-06 11:27:44,088 INFO test.py line 493 718950] Test: 2/312-scene0500_00, Batch: 8/138
[2025-10-06 11:27:44,377 INFO test.py line 493 718950] Test: 2/312-scene0500_00, Batch: 9/138
[2025-10-06 11:27:44,665 INFO test.py line 493 718950] Test: 2/312-scene0500_00, Batch: 10/138
[2025-10-06 11:27:44,954 INFO test.py line 493 718950] Test: 2/312-scene0500_00, Batch: 11/138
[2025-10-06 11:27:45,242 INFO test.py line 493 718950] Test: 2/312-scene0500_00, Batch: 12/138
[2025-10-06 11:27:45,532 INFO test.py line 493 718950] Test: 2/312-scene0500_00, Batch: 13/138
[2025-10-06 11:27:45,819 INFO test.py line 493 718950] Test: 2/312-scene0500_00, Batch: 14/138
[2025-10-06 11:27:46,109 INFO test.py line 493 718950] Test: 2/312-scene0500_00, Batch: 15/138
[2025-10-06 11:27:46,397 INFO test.py line 493 718950] Test: 2/312-scene0500_00, Batch: 16/138
[2025-10-06 11:27:46,689 INFO test.py line 493 718950] Test: 2/312-scene0500_00, Batch: 17/138
[2025-10-06 11:27:46,978 INFO test.py line 493 718950] Test: 2/312-scene0500_00, Batch: 18/138
[2025-10-06 11:27:47,269 INFO test.py line 493 718950] Test: 2/312-scene0500_00, Batch: 19/138
[2025-10-06 11:27:47,558 INFO test.py line 493 718950] Test: 2/312-scene0500_00, Batch: 20/138
[2025-10-06 11:27:47,848 INFO test.py line 493 718950] Test: 2/312-scene0500_00, Batch: 21/138
[2025-10-06 11:27:48,138 INFO test.py line 493 718950] Test: 2/312-scene0500_00, Batch: 22/138
[2025-10-06 11:27:48,436 INFO test.py line 493 718950] Test: 2/312-scene0500_00, Batch: 23/138
[2025-10-06 11:27:48,734 INFO test.py line 493 718950] Test: 2/312-scene0500_00, Batch: 24/138
[2025-10-06 11:27:49,025 INFO test.py line 493 718950] Test: 2/312-scene0500_00, Batch: 25/138
[2025-10-06 11:27:49,314 INFO test.py line 493 718950] Test: 2/312-scene0500_00, Batch: 26/138
[2025-10-06 11:27:49,604 INFO test.py line 493 718950] Test: 2/312-scene0500_00, Batch: 27/138
[2025-10-06 11:27:49,893 INFO test.py line 493 718950] Test: 2/312-scene0500_00, Batch: 28/138
[2025-10-06 11:27:50,184 INFO test.py line 493 718950] Test: 2/312-scene0500_00, Batch: 29/138
[2025-10-06 11:27:50,471 INFO test.py line 493 718950] Test: 2/312-scene0500_00, Batch: 30/138
[2025-10-06 11:27:50,761 INFO test.py line 493 718950] Test: 2/312-scene0500_00, Batch: 31/138
[2025-10-06 11:27:51,049 INFO test.py line 493 718950] Test: 2/312-scene0500_00, Batch: 32/138
[2025-10-06 11:27:51,339 INFO test.py line 493 718950] Test: 2/312-scene0500_00, Batch: 33/138
[2025-10-06 11:27:51,627 INFO test.py line 493 718950] Test: 2/312-scene0500_00, Batch: 34/138
[2025-10-06 11:27:51,917 INFO test.py line 493 718950] Test: 2/312-scene0500_00, Batch: 35/138
[2025-10-06 11:27:52,210 INFO test.py line 493 718950] Test: 2/312-scene0500_00, Batch: 36/138
[2025-10-06 11:27:52,509 INFO test.py line 493 718950] Test: 2/312-scene0500_00, Batch: 37/138
[2025-10-06 11:27:52,804 INFO test.py line 493 718950] Test: 2/312-scene0500_00, Batch: 38/138
[2025-10-06 11:27:53,094 INFO test.py line 493 718950] Test: 2/312-scene0500_00, Batch: 39/138
[2025-10-06 11:27:53,374 INFO test.py line 493 718950] Test: 2/312-scene0500_00, Batch: 40/138
[2025-10-06 11:27:53,635 INFO test.py line 493 718950] Test: 2/312-scene0500_00, Batch: 41/138
[2025-10-06 11:27:53,908 INFO test.py line 493 718950] Test: 2/312-scene0500_00, Batch: 42/138
[2025-10-06 11:27:54,171 INFO test.py line 493 718950] Test: 2/312-scene0500_00, Batch: 43/138
[2025-10-06 11:27:54,444 INFO test.py line 493 718950] Test: 2/312-scene0500_00, Batch: 44/138
[2025-10-06 11:27:54,708 INFO test.py line 493 718950] Test: 2/312-scene0500_00, Batch: 45/138
[2025-10-06 11:27:54,981 INFO test.py line 493 718950] Test: 2/312-scene0500_00, Batch: 46/138
[2025-10-06 11:27:55,257 INFO test.py line 493 718950] Test: 2/312-scene0500_00, Batch: 47/138
[2025-10-06 11:27:55,533 INFO test.py line 493 718950] Test: 2/312-scene0500_00, Batch: 48/138
[2025-10-06 11:27:55,809 INFO test.py line 493 718950] Test: 2/312-scene0500_00, Batch: 49/138
[2025-10-06 11:27:56,083 INFO test.py line 493 718950] Test: 2/312-scene0500_00, Batch: 50/138
[2025-10-06 11:27:56,347 INFO test.py line 493 718950] Test: 2/312-scene0500_00, Batch: 51/138
[2025-10-06 11:27:56,630 INFO test.py line 493 718950] Test: 2/312-scene0500_00, Batch: 52/138
[2025-10-06 11:27:56,894 INFO test.py line 493 718950] Test: 2/312-scene0500_00, Batch: 53/138
[2025-10-06 11:27:57,176 INFO test.py line 493 718950] Test: 2/312-scene0500_00, Batch: 54/138
[2025-10-06 11:27:57,440 INFO test.py line 493 718950] Test: 2/312-scene0500_00, Batch: 55/138
[2025-10-06 11:27:57,721 INFO test.py line 493 718950] Test: 2/312-scene0500_00, Batch: 56/138
[2025-10-06 11:27:57,984 INFO test.py line 493 718950] Test: 2/312-scene0500_00, Batch: 57/138
[2025-10-06 11:27:58,266 INFO test.py line 493 718950] Test: 2/312-scene0500_00, Batch: 58/138
[2025-10-06 11:27:58,530 INFO test.py line 493 718950] Test: 2/312-scene0500_00, Batch: 59/138
[2025-10-06 11:27:58,812 INFO test.py line 493 718950] Test: 2/312-scene0500_00, Batch: 60/138
[2025-10-06 11:27:59,087 INFO test.py line 493 718950] Test: 2/312-scene0500_00, Batch: 61/138
[2025-10-06 11:27:59,370 INFO test.py line 493 718950] Test: 2/312-scene0500_00, Batch: 62/138
[2025-10-06 11:27:59,646 INFO test.py line 493 718950] Test: 2/312-scene0500_00, Batch: 63/138
[2025-10-06 11:27:59,921 INFO test.py line 493 718950] Test: 2/312-scene0500_00, Batch: 64/138
[2025-10-06 11:28:00,196 INFO test.py line 493 718950] Test: 2/312-scene0500_00, Batch: 65/138
[2025-10-06 11:28:00,478 INFO test.py line 493 718950] Test: 2/312-scene0500_00, Batch: 66/138
[2025-10-06 11:28:00,742 INFO test.py line 493 718950] Test: 2/312-scene0500_00, Batch: 67/138
[2025-10-06 11:28:01,025 INFO test.py line 493 718950] Test: 2/312-scene0500_00, Batch: 68/138
[2025-10-06 11:28:01,301 INFO test.py line 493 718950] Test: 2/312-scene0500_00, Batch: 69/138
[2025-10-06 11:28:01,578 INFO test.py line 493 718950] Test: 2/312-scene0500_00, Batch: 70/138
[2025-10-06 11:28:01,854 INFO test.py line 493 718950] Test: 2/312-scene0500_00, Batch: 71/138
[2025-10-06 11:28:02,136 INFO test.py line 493 718950] Test: 2/312-scene0500_00, Batch: 72/138
[2025-10-06 11:28:02,399 INFO test.py line 493 718950] Test: 2/312-scene0500_00, Batch: 73/138
[2025-10-06 11:28:02,674 INFO test.py line 493 718950] Test: 2/312-scene0500_00, Batch: 74/138
[2025-10-06 11:28:02,947 INFO test.py line 493 718950] Test: 2/312-scene0500_00, Batch: 75/138
[2025-10-06 11:28:03,221 INFO test.py line 493 718950] Test: 2/312-scene0500_00, Batch: 76/138
[2025-10-06 11:28:03,483 INFO test.py line 493 718950] Test: 2/312-scene0500_00, Batch: 77/138
[2025-10-06 11:28:03,757 INFO test.py line 493 718950] Test: 2/312-scene0500_00, Batch: 78/138
[2025-10-06 11:28:04,019 INFO test.py line 493 718950] Test: 2/312-scene0500_00, Batch: 79/138
[2025-10-06 11:28:04,301 INFO test.py line 493 718950] Test: 2/312-scene0500_00, Batch: 80/138
[2025-10-06 11:28:04,563 INFO test.py line 493 718950] Test: 2/312-scene0500_00, Batch: 81/138
[2025-10-06 11:28:04,845 INFO test.py line 493 718950] Test: 2/312-scene0500_00, Batch: 82/138
[2025-10-06 11:28:05,121 INFO test.py line 493 718950] Test: 2/312-scene0500_00, Batch: 83/138
[2025-10-06 11:28:05,402 INFO test.py line 493 718950] Test: 2/312-scene0500_00, Batch: 84/138
[2025-10-06 11:28:05,678 INFO test.py line 493 718950] Test: 2/312-scene0500_00, Batch: 85/138
[2025-10-06 11:28:05,959 INFO test.py line 493 718950] Test: 2/312-scene0500_00, Batch: 86/138
[2025-10-06 11:28:06,236 INFO test.py line 493 718950] Test: 2/312-scene0500_00, Batch: 87/138
[2025-10-06 11:28:06,539 INFO test.py line 493 718950] Test: 2/312-scene0500_00, Batch: 88/138
[2025-10-06 11:28:06,849 INFO test.py line 493 718950] Test: 2/312-scene0500_00, Batch: 89/138
[2025-10-06 11:28:07,160 INFO test.py line 493 718950] Test: 2/312-scene0500_00, Batch: 90/138
[2025-10-06 11:28:07,469 INFO test.py line 493 718950] Test: 2/312-scene0500_00, Batch: 91/138
[2025-10-06 11:28:07,777 INFO test.py line 493 718950] Test: 2/312-scene0500_00, Batch: 92/138
[2025-10-06 11:28:08,078 INFO test.py line 493 718950] Test: 2/312-scene0500_00, Batch: 93/138
[2025-10-06 11:28:08,388 INFO test.py line 493 718950] Test: 2/312-scene0500_00, Batch: 94/138
[2025-10-06 11:28:08,690 INFO test.py line 493 718950] Test: 2/312-scene0500_00, Batch: 95/138
[2025-10-06 11:28:09,000 INFO test.py line 493 718950] Test: 2/312-scene0500_00, Batch: 96/138
[2025-10-06 11:28:09,309 INFO test.py line 493 718950] Test: 2/312-scene0500_00, Batch: 97/138
[2025-10-06 11:28:09,619 INFO test.py line 493 718950] Test: 2/312-scene0500_00, Batch: 98/138
[2025-10-06 11:28:09,927 INFO test.py line 493 718950] Test: 2/312-scene0500_00, Batch: 99/138
[2025-10-06 11:28:10,237 INFO test.py line 493 718950] Test: 2/312-scene0500_00, Batch: 100/138
[2025-10-06 11:28:10,539 INFO test.py line 493 718950] Test: 2/312-scene0500_00, Batch: 101/138
[2025-10-06 11:28:10,849 INFO test.py line 493 718950] Test: 2/312-scene0500_00, Batch: 102/138
[2025-10-06 11:28:11,140 INFO test.py line 493 718950] Test: 2/312-scene0500_00, Batch: 103/138
[2025-10-06 11:28:11,443 INFO test.py line 493 718950] Test: 2/312-scene0500_00, Batch: 104/138
[2025-10-06 11:28:11,752 INFO test.py line 493 718950] Test: 2/312-scene0500_00, Batch: 105/138
[2025-10-06 11:28:12,062 INFO test.py line 493 718950] Test: 2/312-scene0500_00, Batch: 106/138
[2025-10-06 11:28:12,371 INFO test.py line 493 718950] Test: 2/312-scene0500_00, Batch: 107/138
[2025-10-06 11:28:12,674 INFO test.py line 493 718950] Test: 2/312-scene0500_00, Batch: 108/138
[2025-10-06 11:28:12,985 INFO test.py line 493 718950] Test: 2/312-scene0500_00, Batch: 109/138
[2025-10-06 11:28:13,295 INFO test.py line 493 718950] Test: 2/312-scene0500_00, Batch: 110/138
[2025-10-06 11:28:13,606 INFO test.py line 493 718950] Test: 2/312-scene0500_00, Batch: 111/138
[2025-10-06 11:28:13,917 INFO test.py line 493 718950] Test: 2/312-scene0500_00, Batch: 112/138
[2025-10-06 11:28:14,227 INFO test.py line 493 718950] Test: 2/312-scene0500_00, Batch: 113/138
[2025-10-06 11:28:14,531 INFO test.py line 493 718950] Test: 2/312-scene0500_00, Batch: 114/138
[2025-10-06 11:28:14,842 INFO test.py line 493 718950] Test: 2/312-scene0500_00, Batch: 115/138
[2025-10-06 11:28:15,152 INFO test.py line 493 718950] Test: 2/312-scene0500_00, Batch: 116/138
[2025-10-06 11:28:15,463 INFO test.py line 493 718950] Test: 2/312-scene0500_00, Batch: 117/138
[2025-10-06 11:28:15,771 INFO test.py line 493 718950] Test: 2/312-scene0500_00, Batch: 118/138
[2025-10-06 11:28:16,081 INFO test.py line 493 718950] Test: 2/312-scene0500_00, Batch: 119/138
[2025-10-06 11:28:16,391 INFO test.py line 493 718950] Test: 2/312-scene0500_00, Batch: 120/138
[2025-10-06 11:28:16,701 INFO test.py line 493 718950] Test: 2/312-scene0500_00, Batch: 121/138
[2025-10-06 11:28:17,009 INFO test.py line 493 718950] Test: 2/312-scene0500_00, Batch: 122/138
[2025-10-06 11:28:17,320 INFO test.py line 493 718950] Test: 2/312-scene0500_00, Batch: 123/138
[2025-10-06 11:28:17,629 INFO test.py line 493 718950] Test: 2/312-scene0500_00, Batch: 124/138
[2025-10-06 11:28:17,940 INFO test.py line 493 718950] Test: 2/312-scene0500_00, Batch: 125/138
[2025-10-06 11:28:18,242 INFO test.py line 493 718950] Test: 2/312-scene0500_00, Batch: 126/138
